Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class,KMEANS-prediction,GMM-prediction,BisKMeans-prediction
PS4,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01,T,Aceptable,2,3,0
PS4,Action,Sold Out,0.02,0.0,0.0,0.0,0.03,E,Bueno,2,3,0
PS4,Action,Sony Computer Entertainment,0.25,0.26,0.08,0.1,0.7,T,Excelente,0,6,1
PS4,Action,Sony Computer Entertainment,1.08,0.84,0.26,0.39,2.58,M,Excelente,5,2,2
PS4,Action,Sony Computer Entertainment,1.29,0.98,0.07,0.46,2.8,T,Excelente,5,5,2
PS4,Action,Square Enix,0.0,0.07,0.0,0.01,0.09,T,Bueno,2,3,0
PS4,Action,Square Enix,0.0,0.07,0.06,0.01,0.15,T,Excelente,2,1,0
PS4,Action,Stainless Games,0.01,0.0,0.0,0.0,0.02,M,Malo,2,3,0
PS4,Action,Take-Two Interactive,0.48,1.24,0.03,0.32,2.07,M,Aceptable,5,5,2
PS4,Action,Team17 Software,0.0,0.0,0.0,0.0,0.01,T,Aceptable,2,3,0
PS4,Action,Tecmo Koei,0.03,0.01,0.05,0.01,0.1,T,Aceptable,2,1,0
PS4,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.07,T,Aceptable,2,3,0
PS4,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,T,Bueno,2,1,0
PS4,Action,Tecmo Koei,0.06,0.07,0.02,0.03,0.18,T,Bueno,2,1,0
PS4,Action,Tecmo Koei,0.07,0.07,0.03,0.03,0.2,T,Aceptable,2,1,0
PS4,Action,Tecmo Koei,0.08,0.04,0.03,0.03,0.18,T,Malo,2,1,0
PS4,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,T,Bueno,2,1,0
PS4,Action,Telltale Games,0.06,0.08,0.0,0.03,0.17,M,Malo,2,3,0
PS4,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,T,Bueno,2,3,0
PS4,Action,Ubisoft,0.56,1.1,0.07,0.31,2.04,M,Excelente,5,5,2
PS4,Action,Ubisoft,0.63,1.32,0.07,0.37,2.38,M,Bueno,5,5,2
PS4,Action,Ubisoft,0.84,2.01,0.07,0.53,3.44,M,Bueno,3,2,2
PS4,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,M,Excelente,5,5,2
PS4,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,M,Excelente,3,2,2
PS4,Action,Warner Bros. Interactive Entertainment,0.04,0.2,0.0,0.04,0.28,E10+,Bueno,2,0,0
PS4,Action,Warner Bros. Interactive Entertainment,0.09,0.22,0.0,0.06,0.37,T,Bueno,2,0,0
PS4,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0.0,0.09,0.6,E10+,Bueno,0,0,0
PS4,Action,Warner Bros. Interactive Entertainment,0.19,0.55,0.01,0.14,0.89,E10+,Bueno,0,5,1
PS4,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,E10+,Bueno,0,5,0
PS4,Action,Warner Bros. Interactive Entertainment,0.28,0.4,0.01,0.13,0.82,E10+,Bueno,0,5,1
PS4,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93,E10+,Bueno,0,0,1
PS4,Action,Warner Bros. Interactive Entertainment,1.0,0.68,0.12,0.35,2.14,M,Bueno,5,2,2
PS4,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,4.09,M,Excelente,3,2,2
PS4,Adventure,505 Games,0.04,0.08,0.0,0.02,0.14,T,Excelente,2,3,0
PS4,Adventure,Bigben Interactive,0.02,0.0,0.0,0.0,0.02,T,Bueno,2,3,0
PS4,Adventure,Microids,0.02,0.01,0.0,0.01,0.03,T,Aceptable,2,3,0
PS4,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,T,Bueno,2,3,0
PS4,Adventure,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,M,Aceptable,2,3,0
PS4,Adventure,Sony Computer Entertainment,0.24,0.17,0.0,0.09,0.5,M,Bueno,2,0,0
PS4,Adventure,Sony Computer Entertainment Europe,0.48,0.91,0.05,0.26,1.71,M,Bueno,5,5,1
PS4,Adventure,Telltale Games,0.11,0.07,0.0,0.04,0.22,M,Excelente,2,0,0
PS4,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01,T,Excelente,2,1,0
PS4,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,T,Bueno,2,3,0
PS4,Fighting,Capcom,0.42,0.28,0.09,0.15,0.94,T,Bueno,0,6,1
PS4,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,T,Aceptable,2,1,0
PS4,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,T,Aceptable,2,1,0
PS4,Fighting,Namco Bandai Games,0.0,0.16,0.05,0.03,0.23,T,Malo,2,6,0
PS4,Fighting,Namco Bandai Games,0.12,0.17,0.08,0.06,0.42,T,Aceptable,2,1,0
PS4,Fighting,Namco Bandai Games,0.32,0.53,0.13,0.16,1.14,T,Aceptable,0,6,1
PS4,Fighting,Namco Bandai Games,0.45,0.49,0.11,0.19,1.23,T,Bueno,0,6,1
PS4,Fighting,PQube,0.06,0.0,0.04,0.01,0.11,T,Excelente,2,1,0
PS4,Fighting,Warner Bros. Interactive Entertainment,1.55,0.82,0.0,0.5,2.86,M,Excelente,5,5,2
PS4,Misc,Activision,0.37,0.41,0.0,0.15,0.93,T,Excelente,0,0,1
PS4,Misc,Sega,0.03,0.0,0.03,0.01,0.07,T,Bueno,2,1,0
PS4,Misc,Sony Computer Entertainment,0.09,0.15,0.02,0.04,0.3,M,Malo,2,1,0
PS4,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,E,Bueno,2,3,0
PS4,Misc,Ubisoft,0.04,0.06,0.0,0.02,0.11,E10+,Bueno,2,3,0
PS4,Misc,Ubisoft,0.18,0.13,0.0,0.06,0.37,E10+,Bueno,2,0,0
PS4,Platform,Activision,0.21,0.12,0.0,0.07,0.4,E10+,Bueno,2,0,0
PS4,Platform,Capcom,0.08,0.0,0.0,0.02,0.09,E,Bueno,2,3,0
PS4,Platform,Deep Silver,0.05,0.0,0.0,0.01,0.07,E10+,Malo,2,3,0
PS4,Platform,Electronic Arts,0.12,0.17,0.03,0.06,0.37,T,Aceptable,2,1,0
PS4,Platform,Sony Computer Entertainment,0.68,0.93,0.01,0.31,1.94,E,Bueno,5,5,2
PS4,Platform,Sony Computer Entertainment Europe,0.44,0.68,0.42,0.2,1.74,E10+,Malo,5,6,1
PS4,Platform,System 3,0.06,0.07,0.0,0.03,0.16,E10+,Malo,2,3,0
PS4,Platform,Yacht Club Games,0.04,0.03,0.0,0.01,0.09,E,Excelente,2,3,0
PS4,Puzzle,Devolver Digital,0.0,0.03,0.0,0.01,0.04,E10+,Excelente,2,3,0
PS4,Puzzle,Rising Star Games,0.02,0.0,0.0,0.0,0.02,E10+,Bueno,2,3,0
PS4,Racing,Codemasters,0.07,0.28,0.0,0.06,0.42,E,Excelente,2,0,0
PS4,Racing,Dusenberry Martin Racing,0.07,0.0,0.0,0.02,0.08,E,Aceptable,2,3,0
PS4,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,E10+,Excelente,5,5,2
PS4,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.23,E,Aceptable,2,1,0
PS4,Racing,Milestone S.r.l.,0.05,0.11,0.0,0.03,0.18,E,Bueno,2,3,0
PS4,Racing,Namco Bandai Games,0.03,0.05,0.0,0.02,0.09,E,Bueno,2,3,0
PS4,Racing,Slightly Mad Studios,0.23,0.7,0.03,0.17,1.13,E,Excelente,0,5,1
PS4,Racing,Sony Computer Entertainment,0.04,0.06,0.01,0.02,0.13,E,Aceptable,2,1,0
PS4,Racing,Sony Computer Entertainment,0.36,1.47,0.02,0.33,2.17,E,Bueno,5,5,2
PS4,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,T,Aceptable,2,1,0
PS4,Role-Playing,Bethesda Softworks,2.58,3.42,0.24,1.17,7.41,M,Excelente,7,2,3
PS4,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,T,Malo,2,1,0
PS4,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.07,M,Aceptable,2,3,0
PS4,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.2,M,Malo,2,3,0
PS4,Role-Playing,Namco Bandai Games,0.0,0.01,0.1,0.0,0.11,T,Aceptable,2,1,0
PS4,Role-Playing,Namco Bandai Games,0.11,0.11,0.0,0.04,0.26,T,Aceptable,2,0,0
PS4,Role-Playing,Namco Bandai Games,0.17,0.15,0.03,0.07,0.42,T,Bueno,2,6,0
PS4,Role-Playing,Namco Bandai Games,0.69,0.47,0.34,0.24,1.74,M,Excelente,5,6,1
PS4,Role-Playing,Nippon Ichi Software,0.04,0.0,0.04,0.01,0.08,T,Bueno,2,1,0
PS4,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,M,Malo,2,1,0
PS4,Role-Playing,Nippon Ichi Software,0.12,0.08,0.07,0.04,0.31,T,Excelente,2,1,0
PS4,Role-Playing,Square Enix,0.1,0.17,0.08,0.05,0.4,E10+,Bueno,2,1,0
PS4,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,M,Aceptable,2,5,0
PS4,Role-Playing,Square Enix,1.01,1.12,0.81,0.42,3.37,T,Excelente,3,4,2
PS4,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,E10+,Excelente,2,1,0
PS4,Shooter,505 Games,0.24,0.34,0.0,0.11,0.69,M,Aceptable,0,0,1
PS4,Shooter,Activision,0.99,1.03,0.16,0.4,2.57,T,Excelente,5,2,2
PS4,Shooter,Activision,2.15,2.57,0.16,0.93,5.8,M,Bueno,7,2,3
PS4,Shooter,Deep Silver,0.08,0.22,0.03,0.05,0.38,M,Malo,2,5,0
PS4,Shooter,Electronic Arts,0.21,0.23,0.0,0.09,0.53,E10+,Excelente,2,0,0
PS4,Shooter,Electronic Arts,0.22,0.29,0.01,0.1,0.62,E10+,Bueno,0,5,0
PS4,Shooter,Electronic Arts,0.46,0.38,0.05,0.17,1.06,M,Excelente,0,5,1
PS4,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.11,M,Bueno,5,7,2
PS4,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,3.61,M,Excelente,3,2,2
PS4,Shooter,Electronic Arts,1.45,2.81,0.23,0.81,5.3,M,Excelente,3,2,3
PS4,Shooter,Sega,0.35,0.57,0.04,0.18,1.14,M,Bueno,0,5,1
PS4,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.02,E10+,Aceptable,2,3,0
PS4,Shooter,Sony Computer Entertainment,0.62,0.78,0.07,0.27,1.75,M,Aceptable,5,5,1
PS4,Shooter,Sony Computer Entertainment,0.89,1.34,0.08,0.39,2.69,M,Bueno,5,2,2
PS4,Shooter,Sony Computer Entertainment,2.92,2.98,0.19,1.18,7.28,T,Excelente,7,2,3
PS4,Shooter,Take-Two Interactive,0.15,0.24,0.02,0.07,0.48,M,Excelente,2,5,0
PS4,Shooter,Take-Two Interactive,0.19,0.09,0.02,0.06,0.36,T,Aceptable,2,1,0
PS4,Shooter,Tripwire Interactive,0.07,0.02,0.0,0.02,0.11,M,Bueno,2,3,0
PS4,Shooter,Ubisoft,0.58,1.21,0.15,0.34,2.28,M,Bueno,5,2,2
PS4,Shooter,Ubisoft,1.15,2.18,0.1,0.63,4.06,M,Excelente,3,2,2
PS4,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4.0,M,Excelente,3,2,2
PS4,Shooter,Xseed Games,0.04,0.02,0.0,0.01,0.07,M,Aceptable,2,3,0
PS4,Simulation,Focus Home Interactive,0.07,0.43,0.0,0.09,0.59,E,Aceptable,0,0,0
PS4,Sports,Activision,0.1,0.08,0.0,0.04,0.22,T,Malo,2,0,0
PS4,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.12,E,Malo,2,3,0
PS4,Sports,Electronic Arts,0.11,0.04,0.0,0.03,0.18,E,Malo,2,3,0
PS4,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,E,Malo,2,0,0
PS4,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.24,E,Malo,2,0,0
PS4,Sports,Electronic Arts,0.23,0.1,0.0,0.07,0.4,E10+,Bueno,2,0,0
PS4,Sports,Electronic Arts,0.31,0.19,0.0,0.1,0.6,E10+,Aceptable,0,0,0
PS4,Sports,Electronic Arts,0.32,0.51,0.0,0.16,0.99,T,Bueno,0,0,1
PS4,Sports,Electronic Arts,0.37,0.16,0.0,0.11,0.64,E10+,Bueno,0,0,0
PS4,Sports,Electronic Arts,0.46,0.41,0.01,0.18,1.05,T,Aceptable,0,5,1
PS4,Sports,Electronic Arts,0.62,1.85,0.12,0.44,3.02,E,Excelente,3,2,2
PS4,Sports,Electronic Arts,0.9,6.75,0.09,1.33,9.07,E,Excelente,7,2,4
PS4,Sports,Electronic Arts,1.13,6.13,0.06,1.28,8.6,E,Excelente,7,2,4
PS4,Sports,Electronic Arts,1.55,0.25,0.0,0.4,2.2,E,Excelente,5,5,2
PS4,Sports,Electronic Arts,1.65,0.25,0.0,0.43,2.33,E,Excelente,5,5,2
PS4,Sports,Electronic Arts,2.35,0.3,0.0,0.6,3.26,E,Excelente,3,2,2
PS4,Sports,Konami Digital Entertainment,0.04,0.34,0.12,0.06,0.56,E,Excelente,2,6,0
PS4,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,E,Excelente,0,6,1
PS4,Sports,Konami Digital Entertainment,0.14,0.43,0.14,0.1,0.8,E,Excelente,0,6,1
PS4,Sports,Take-Two Interactive,0.22,0.45,0.0,0.13,0.8,T,Aceptable,0,0,1
PS4,Sports,Take-Two Interactive,0.42,0.62,0.0,0.2,1.23,T,Bueno,0,0,1
PS4,Sports,Take-Two Interactive,0.9,0.31,0.01,0.23,1.45,E,Excelente,5,5,1
PS4,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.46,E,Excelente,5,5,2
PS4,Sports,Take-Two Interactive,1.57,0.37,0.02,0.43,2.39,E,Excelente,5,5,2
PS4,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,E10+,Excelente,3,2,2
PS4,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,E,Bueno,2,3,0
PS4,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,E,Malo,2,3,0
PS4,Sports,Ubisoft,0.07,0.18,0.0,0.05,0.3,T,Bueno,2,0,0
PS4,Strategy,Activision,0.1,0.08,0.0,0.04,0.22,E,Malo,2,0,0
PS4,Strategy,Kalypso Media,0.0,0.05,0.02,0.01,0.08,T,Aceptable,2,1,0
PS4,Strategy,Take-Two Interactive,0.07,0.09,0.0,0.03,0.2,T,Excelente,2,3,0
PS4,Strategy,Tecmo Koei,0.04,0.0,0.0,0.01,0.05,T,Excelente,2,3,0
PSP,Action,Activision,0.05,0.0,0.0,0.01,0.06,M,Bueno,2,3,0
PSP,Action,Activision,0.13,0.03,0.0,0.03,0.19,T,Aceptable,2,3,0
PSP,Action,Activision,0.35,0.21,0.0,0.14,0.7,T,Aceptable,0,0,1
PSP,Action,Atari,0.05,0.0,0.0,0.01,0.06,E,Bueno,2,3,0
PSP,Action,Atari,0.16,0.01,0.0,0.02,0.18,E10+,Malo,2,3,0
PSP,Action,Capcom,0.08,0.0,0.0,0.01,0.1,T,Bueno,2,3,0
PSP,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,M,Bueno,2,3,0
PSP,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.42,T,Aceptable,2,0,0
PSP,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46,T,Aceptable,2,0,0
PSP,Action,Eidos Interactive,0.21,0.22,0.0,0.13,0.57,T,Bueno,0,0,0
PSP,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,T,Aceptable,2,3,0
PSP,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,M,Malo,2,3,0
PSP,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37,E10+,Malo,2,0,0
PSP,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,M,Aceptable,2,1,0
PSP,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,E10+,Aceptable,2,3,0
PSP,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,T,Malo,0,5,1
PSP,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,M,Malo,2,0,0
PSP,Action,Irem Software Engineering,0.07,0.0,0.0,0.01,0.08,E10+,Bueno,2,3,0
PSP,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,T,Malo,2,3,0
PSP,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,T,Malo,2,3,0
PSP,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,M,Bueno,2,5,0
PSP,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,M,Malo,2,3,0
PSP,Action,Konami Digital Entertainment,0.11,0.11,0.29,0.07,0.57,E,Bueno,2,6,0
PSP,Action,Konami Digital Entertainment,0.26,0.0,0.26,0.17,0.69,T,Aceptable,0,7,0
PSP,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.19,M,Excelente,0,6,1
PSP,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,T,Excelente,5,6,1
PSP,Action,LucasArts,0.4,0.48,0.0,0.29,1.17,E10+,Bueno,0,5,1
PSP,Action,LucasArts,0.58,0.51,0.0,0.32,1.4,E10+,Excelente,0,5,1
PSP,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,T,Aceptable,2,3,0
PSP,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,T,Bueno,2,6,0
PSP,Action,Namco Bandai Games,0.06,0.0,0.0,0.01,0.07,T,Malo,2,3,0
PSP,Action,PQube,0.05,0.01,0.05,0.01,0.12,M,Malo,2,1,0
PSP,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,0.09,M,Aceptable,2,3,0
PSP,Action,Sega,0.46,0.09,0.0,0.09,0.63,T,Malo,0,0,0
PSP,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,T,Bueno,2,3,0
PSP,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,M,Excelente,0,5,1
PSP,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,T,Bueno,0,0,1
PSP,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,M,Excelente,3,7,2
PSP,Action,THQ,0.22,0.27,0.0,0.16,0.66,E,Aceptable,0,0,0
PSP,Action,THQ,0.55,0.21,0.0,0.16,0.92,E,Malo,0,0,1
PSP,Action,Take-Two Interactive,0.04,0.17,0.0,0.09,0.31,M,Aceptable,2,0,0
PSP,Action,Take-Two Interactive,1.7,1.99,0.16,1.19,5.03,M,Excelente,3,2,3
PSP,Action,Take-Two Interactive,2.9,2.81,0.24,1.73,7.69,M,Excelente,7,2,3
PSP,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,T,Malo,2,3,0
PSP,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29,T,Malo,2,1,0
PSP,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,T,Aceptable,2,5,0
PSP,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,T,Aceptable,2,3,0
PSP,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,T,Malo,2,3,0
PSP,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,M,Aceptable,0,5,1
PSP,Action,Ubisoft Annecy,0.03,0.02,0.38,0.02,0.45,T,Aceptable,2,6,0
PSP,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,M,Aceptable,2,1,0
PSP,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,T,Malo,2,0,0
PSP,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,0.41,M,Malo,2,0,0
PSP,Adventure,5p,0.0,0.0,0.04,0.0,0.04,M,Aceptable,2,1,0
PSP,Adventure,Atari,0.06,0.0,0.0,0.01,0.07,T,Aceptable,2,3,0
PSP,Adventure,Capcom,0.09,0.0,0.0,0.01,0.11,T,Aceptable,2,3,0
PSP,Adventure,Disney Interactive Studios,0.25,0.0,0.0,0.02,0.28,T,Malo,2,0,0
PSP,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.1,T,Malo,2,3,0
PSP,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.01,E,Aceptable,2,3,0
PSP,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,E10+,Bueno,2,3,0
PSP,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,M,Malo,0,5,1
PSP,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,E10+,Malo,2,3,0
PSP,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,T,Aceptable,2,3,0
PSP,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,T,Aceptable,2,6,0
PSP,Fighting,Electronic Arts,0.46,0.01,0.0,0.04,0.52,T,Bueno,0,0,0
PSP,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,E10+,Malo,2,1,0
PSP,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,M,Aceptable,0,0,1
PSP,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,T,Malo,2,3,0
PSP,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,T,Aceptable,2,1,0
PSP,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,T,Excelente,2,6,0
PSP,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,T,Aceptable,2,1,0
PSP,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,T,Excelente,2,1,0
PSP,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,T,Aceptable,2,0,0
PSP,Fighting,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,T,Aceptable,2,3,0
PSP,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,T,Malo,2,3,0
PSP,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,T,Bueno,0,6,1
PSP,Fighting,Square Enix,0.51,0.5,0.91,0.31,2.23,T,Bueno,5,7,2
PSP,Fighting,THQ,0.33,0.2,0.0,0.14,0.66,T,Bueno,0,0,0
PSP,Fighting,THQ,0.41,0.2,0.0,0.14,0.75,T,Bueno,0,0,1
PSP,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,T,Aceptable,0,5,1
PSP,Misc,Activision,0.19,0.0,0.0,0.02,0.21,E10+,Malo,2,3,0
PSP,Misc,Atari,0.08,0.0,0.0,0.01,0.09,E,Aceptable,2,3,0
PSP,Misc,Capcom,0.27,0.0,0.0,0.02,0.3,T,Bueno,2,0,0
PSP,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,E,Aceptable,2,3,0
PSP,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,M,Bueno,2,1,0
PSP,Misc,MTV Games,0.24,0.14,0.0,0.1,0.49,T,Bueno,2,0,0
PSP,Misc,Midway Games,0.21,0.0,0.0,0.02,0.24,M,Aceptable,2,3,0
PSP,Misc,PM Studios,0.1,0.0,0.0,0.02,0.11,T,Bueno,2,3,0
PSP,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,E,Excelente,2,1,0
PSP,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.15,E,Aceptable,2,1,0
PSP,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,E,Excelente,0,6,1
PSP,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,E10+,Bueno,0,0,1
PSP,Misc,Take-Two Interactive,0.07,0.02,0.0,0.02,0.1,E,Excelente,2,3,0
PSP,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,M,Malo,2,1,0
PSP,Platform,Activision,0.01,0.23,0.0,0.06,0.3,T,Malo,2,0,0
PSP,Platform,Atari,0.03,0.0,0.0,0.0,0.03,E,Bueno,2,3,0
PSP,Platform,Capcom,0.07,0.0,0.0,0.01,0.08,E10+,Bueno,2,3,0
PSP,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,E10+,Bueno,2,0,0
PSP,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,E,Aceptable,2,3,0
PSP,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,T,Aceptable,2,3,0
PSP,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,T,Excelente,2,6,0
PSP,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.07,E,Aceptable,2,3,0
PSP,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,E10+,Bueno,2,1,0
PSP,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,0.38,E,Excelente,2,1,0
PSP,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,E,Aceptable,0,6,1
PSP,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.1,T,Bueno,2,1,0
PSP,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,T,Malo,2,3,0
PSP,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,E10+,Malo,2,3,0
PSP,Puzzle,D3Publisher,0.01,0.0,0.0,0.0,0.02,E10+,Excelente,2,3,0
PSP,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08,E10+,Malo,2,3,0
PSP,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,E,Bueno,0,0,0
PSP,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,E,Bueno,2,3,0
PSP,Puzzle,Sega,0.07,0.0,0.0,0.01,0.08,E10+,Excelente,2,3,0
PSP,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,T,Excelente,2,3,0
PSP,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,T,Malo,2,3,0
PSP,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.12,E10+,Aceptable,2,3,0
PSP,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,E10+,Bueno,2,5,0
PSP,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,T,Malo,0,5,1
PSP,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,E,Malo,0,5,1
PSP,Racing,Electronic Arts,0.7,0.05,0.0,0.08,0.84,E10+,Excelente,0,0,1
PSP,Racing,Electronic Arts,0.87,0.97,0.0,0.58,2.42,E10+,Bueno,5,7,2
PSP,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,E10+,Bueno,5,5,2
PSP,Racing,Sega,0.0,0.0,0.0,0.0,0.01,E10+,Malo,2,3,0
PSP,Racing,Sega,0.03,0.15,0.0,0.07,0.25,E,Bueno,2,0,0
PSP,Racing,Sega,0.1,0.22,0.02,0.12,0.47,E10+,Aceptable,2,5,0
PSP,Racing,Sega,0.44,0.68,0.0,0.37,1.49,E,Aceptable,0,5,1
PSP,Racing,Sega,0.73,0.42,0.0,0.27,1.42,E,Aceptable,0,5,1
PSP,Racing,Sony Computer Entertainment,0.09,0.15,0.0,0.08,0.32,E10+,Malo,2,0,0
